concept_id,concept
1027886364,early
4040004197,podger
2772052012,absorb
3369888231,liston
676475954,hunter
2456705835,conveyed
3661390992,flirtatious
3842609194,contend
3909041329,correction
22044277,saxophone
1802709821,atoms
199847557,argon
4256773,inmates
256229916,compiled
1792121412,second
288381456,hampered
1792121412,second
1414512713,lowering
3730765932,punching
2541303704,obsession
1963580492,behalf
1272090945,trinity
969244083,extends
3621553271,abeyance
3858544116,eliot
1066113741,mettle
1540004638,defenders
2590813473,strikebreakers
3690828346,ranches
2496776634,catalogued
451535748,deeper
4167777421,weston
2503543956,witnesses
1544066959,contraction
1290229228,millidegree
4158816529,assumption
2269978115,carbondale
2010865239,combat
3985392599,canceled
1327837852,colonialism
1901172478,wakefulness
240089292,evident
3940730799,upon
4070848502,slogan
29520633,donated
1158302999,stored
1288449867,controllers
3299001319,grillwork
161089516,umbrellas
3680612801,obey
1743485234,communist-inspired
2263791549,characterization
3926083044,gains
2849297357,times
681061075,surprising
201431704,tannhaeuser
812774104,conjunction
482922539,absurd
1049451940,trace
408869054,aircraft
2492078078,sublime
1287026079,viscoelasticity
2242377855,german
1088640964,sixty-one
1886314088,khrushchev
3848589874,women
2484499587,voltage
3460152484,deterioration
1740498587,conductor
3317775254,keynote
723214866,mature
2352183674,castle
2213096366,parliament
3468328222,imbroglio
2482486767,abstractors
3082793866,insertion
2012736407,international
3698687576,humanist
1830516965,noise
1301106078,sifting
1304306593,alcohol
1126293863,practitioners
1965427009,meaning
3673740952,limitations
3133630332,illegal
833762791,claim
3975936044,messrs
741766266,consisted
3112586852,sued
1546859413,frescos
1845353714,self-preservation
1635082692,soloviev-sedoi
2252892228,treaty
2618796369,rejoicing
1753769080,mary
1822415533,halt
4228271613,youths
3651013258,confines
3643617837,boundary
594118516,hose
