concept_id,concept
3368264836,ferromagnetic
1802014936,dealers
2358918785,mathematics
382293697,rides
432905942,procedure
2629146201,enlightening
1666025972,mays
3098134357,bites
16031426,crunch
3064041191,diagnosing
2261237541,knocked
248817724,cosmetics
1847815294,immersed
477280320,singled
12462924,horizontally
783339460,withheld
898941142,moths
3615547810,stage
3262218282,handle
3068082468,salt
928804750,queried
4121336530,consoles
1572325689,stretch
327000260,modified
1066069300,analytic
3207230118,folds
2912059044,indispensable
3857682776,blossom
2936090315,imperil
4131850149,hurts
3344842309,courtroom
161707208,wilkinson
2419303699,even
71612579,plague
1099023939,reacted
2084961075,consumers
3567259774,slip
681218806,augusta
3010239986,jacchia
1670734321,mate
1932014672,disregard
4055886266,canonist
3016631345,prayed
2937895227,disagreement
1757503857,loop
1548544557,gauntlet
3396073535,unfortunately
3853771475,resilience
1741897096,tchaikovsky
704613175,largest
649178468,debut
2269353547,jaggers
3548665342,spiritual
3132720223,officer
1632431840,donnay
2890461573,shepherd
1124388764,apartment
451233859,consumed
4170142244,titer
3241138035,slipped
2132591969,problems
1801054461,transposed
1980359249,practicability
2173922573,constitution
1917134905,seaborg
359752756,skins
3848322241,frills
3609268333,bandwidth
784935046,overwhelming
589078947,could
102848656,effectuate
225938324,complication
789503822,outskirt
3058039145,sulcer
3142474560,surroundings
1198049252,recovered
2982447425,occasional
1774284255,lanky
1176691230,honey
1659583072,paper
2353418967,revolution
3481056833,vegetables
739651815,policies
4265459857,minnesota
428598042,reach
4007082706,unambiguously
2512455919,proud
3329587824,mines
697768325,psyche
2444896331,translated
3296423828,guilt
2826648945,clothed
348322899,specialties
3637302569,clerk
2151239082,satisfy
1357727165,although
2393616337,nozzles
3238471285,houghton
2645798101,projects
3964328952,wishart
