concept_id,concept
2572391336,semi-conductors
20735729,radar
2050091719,within
890460108,repel
4095884425,modification
2302287047,sums
4125733156,urea
286154852,dimly
2814199676,sophisticated
1108262387,boonton
3642596489,disenfranchisement
1775422054,punished
3587650586,retain
550168967,actualities
4224369798,stay
4043800955,nomenclature
1401169571,angry
2761442992,proletariat
3377110864,either
3539327676,layout
2044537716,content
1756875568,dwelling
2760171509,substance
1446534410,game
1507593954,dohnanyi
601084237,calling
3678814972,grain
1792265693,cogently
1993875077,tass
3613234435,professional
3161035498,operate
1177122626,despotism
3786449726,failure
2082371353,rolls-royce
2283252561,pupils
4085730746,lessened
3939678701,percentage
4269680265,exceptional
1154597911,reader
3174561633,streamlined
2080601146,imagination
3930650191,flavor
3729188221,plates
420361188,sensual
2186360238,staffs
1828889244,historical
3754587103,recognized
2949806342,unsure
3561121696,polarity
1498597814,grandparents
955353715,inscribed
2046454491,fathered
1600293890,says
2402953311,purely
1579020364,council
177745922,dimes
3631991384,enjoyed
1065932553,glove
2613464597,primates
373911268,thee
2089124093,danny
2016022573,iodide
3014094279,monopolies
4078942024,transshipment
612143496,meal
3737645808,stated
2038265461,filtered
497230296,protozoa
444809607,encourage
3902704430,impetus
1880123441,separating
1774101524,appeal
3656513972,irrespective
821313624,half-way
2242762683,uninjured
1050165548,common
3727110675,fertilizer
3248348027,principal
2759501585,operation
3168209250,varani
2085729223,traders
2027436978,myofibrils
1699791406,americas
752700597,mutilated
1324129928,stairway
1823839669,jealousy
1789577806,abstention
365184149,mixed
200170127,outright
2367419051,sectors
2841385571,flour
697364625,employee
2647122808,bedfast
4156533760,therapist
3826053757,rehabilitations
3123423968,sawed-
4248115460,nursing
418608410,mustang
409366367,wynston
2231693922,resale
