concept_id,concept
1337367052,joust
1700316936,voluntarily
3809117582,striking
43782653,broad
592326848,vowed
2074502255,provided
3100407516,liquidating
140811778,courage
2126623702,frugality
3232545518,glycerol
3642836545,elaboration
1140957361,over-
1936027755,exerting
1065933892,rockies
214979838,neutralized
598573806,analysts
140062740,tasmania
2961369654,magic
3517908780,model
2049625217,equate
2922021663,floating
3738557659,durable
2483859552,clear-cut
3293108744,prepare
3879511345,traitors
3838228893,selection
2336901031,bomber
3840292654,tones
257005075,sustain
2359979245,churchill
3407445483,thrill
2608375442,guild
595728925,joan
502053900,plunking
3103431046,lawyers
491035456,trims
573001062,staccato
2047939325,deposit
3012111770,basing
4168350548,gradient
3203294592,materials
423461472,rigid
485054704,tabulation
3352900058,stanley
3294213331,pirates
1544846585,loper
768862555,press
775495749,anode
662333549,investigated
622656503,beast
2036484109,influent
1029547812,uncomfortable
1527206752,integrate
3006914302,profitable
4001544841,prosperity
3381200956,november
1820152696,fanatical
3179532737,crippling
2387145389,thugs
103918252,juror
2298766647,procrastination
157095096,sumptuous
2751107392,eschews
3608057252,groove
2894439440,strukturbericht
2526844333,embarked
2434294117,single
1491459158,depredations
628905273,hauls
1208979585,intention
3726480336,basses
1451759434,advisers
35066901,urgency
713504881,flame
3738459434,unenthusiastic
2863035821,awnings
2116348310,vacuum
1900775929,wisdom
2923117837,endangered
190598374,minstrel
3838822718,omitted
1651704612,smoother
951932166,belvedere
1784007924,hoffman
3875909090,gates
3373253195,payment
2159694221,terry
3910944090,supporting
55668108,serfs
425592153,katanga
3992806276,billion
1833901166,pipe
802485811,halfback
3595411840,assigns
1877794056,beaverton
3329429622,repudiate
1756784689,draped
3776570603,lodge
861296211,leninism-marxism
3601691287,harmony
