concept_id,concept
4292889986,bickering
2720182416,diligence
3474201475,updated
242166330,squibb
2498580657,soviets
915760704,functioning
1969650284,omissions
4054144904,adjusting
1954546162,morphophonemics
2537671001,territoire
1138700112,genius
66621450,reduced
3782506732,technicians
2550482846,primes
532999930,uninhibited
2044777310,violation
701622569,like
2761136286,strengths
597256004,castaneda
527272768,sullivan
3912997709,corporation
458528198,surveys
2770776652,supplemented
644279044,realistic
87246390,brahm
3475460556,taxed
1231731659,media
3709769266,related
2794384256,chair
3103722685,showdown
1793686535,decision
3238617453,devices
3011716089,westerly
630529885,repair
3673780221,fridays
87802194,losses
1620649760,dislikes
2213602950,humility
737895584,indictment
1266057183,vows
3030661055,thousand
338426717,cartoons
340835163,cooperate
33736660,grudges
3123906915,furlough
914137132,territory
3945601487,eyes
4024065116,fearing
300063139,martyr
932880138,drafts
3938455445,seagoville
298322500,reactions
4003260872,endeared
3829258796,mcdermott
3614144543,attributed
2832633308,bulletin
3961744679,oaths
2089448187,pores
1525392032,oregon
2053093245,prone
554487544,transforming
3053119761,iodocompounds
627655165,hire
643733674,deficiencies
3548064505,prevent
3494483742,convicted
2500697320,rumors
3908796755,neill
1625017035,cheery
256294874,reflect
3484453447,aroused
286053761,berry
391338565,carnegie
1640982962,devisee
2688895190,earlier
2355607605,monroe
2064951417,disturbance
1666630111,cabinet
853230782,grief
4023616159,seniors
430688729,lumps
1180006170,annapolis
24570875,spirited
2190141273,tardiness
3618533788,realized
2487692616,straws
924777795,secondly
4280144725,re-set
488354824,applies
4090196718,administrative
3163642610,pezza
3066627551,morse
1502125677,stranger
1191323678,pauses
2438910588,decide
2700894855,taxpayers
213358038,schoolwork
3711339267,july
672087798,chops
3184535927,symptomatic
