concept_id,concept
2017304881,backlog
2809658087,suffice
1762083258,bacteria
2718946861,aiming
803974902,guilford-martin
331335759,magazines
1255918173,effectiveness
2837809458,capital
1932912811,wave
3636840207,uranium
1203194646,speeds
852847170,trafton
2446114241,suits
2675087232,outsider
2807650176,experimentally
1079553064,football
3235906869,agreed
4211500999,edges
2583452398,proposal
2217805789,ideally
3100516817,displacement
1268427620,performers
86198401,huff
120015701,economical
3566973139,misbegotten
3150209916,close
2976516712,thoroughfare
787388620,analytical
222029179,odor
3992806276,billion
2960176666,spreading
1964046478,temporarily
2287763569,licensing
2174083458,stennis
70060788,confidence
674686465,itinerary
1258409753,analeptic
1263385701,uncertain
3433880558,originally
3853305966,hitler
3205723806,skyjacked
1873267337,assemble
3433377105,shaking
3095664039,grants
2062535413,pseudo-happiness
3493312674,terrible
2056771428,guardedness
4149613149,settled
331888926,equalization
2434387755,supervisors
2758076041,ossification
234124310,guns
1899941690,subsumed
2232774067,confabulation
1023375474,appointees
3732058137,dictum
1481299760,comment
2975037839,issued
3938016895,tips
1993016884,monterey
581888415,paleocortical
1593581376,look
3519749244,bonus
57566303,basement
3257809526,friendship
4242907287,extremity
2880533967,yankees
361540461,elucidated
302938495,rewards
212927313,redistributed
73279685,chemically
3784571318,appreciate
1376227710,population
1920406115,commissioner
3912997709,corporation
2941532133,breeding
951786419,workable
999638897,fallen
3369222033,steeves
238455147,sub-chiefdom
1839834355,creative
4237943434,direction
822827313,curds
2201955402,root
3552678419,statutory
978393737,kinds
2015346321,yyyy
2268530463,brady
665889960,betting
1716644756,vindication
2940320736,hair
4059061267,worth
3378832825,george-barden
3146988426,one-shot
113000327,end-product
2001502882,julian
3729628222,oldest
4244524437,first
3130018683,divided
1763062446,trustee
