concept_id,concept
3741795447,anxious
2817602059,probability
4043761468,quick-frozen
2597102153,practised
2971542468,deeming
3997849263,foregoing
2981054646,london
2406378032,canons
2973086568,brien
959395846,editing
534124496,soft
547495053,indicators
1434915802,birthday
15170566,recognize
569828548,romanza
2845117077,imposed
2054853198,framework
4179320508,wife
3187636062,rome
56760459,escapades
3430247402,formulaic
379633436,self-defense
4201691729,perforations
1658540274,island
1875613186,conceives
1579262147,furnishings
3499486570,encourages
1846299305,relationship
750546882,time-servers
2257072392,sheath
1570549938,mannered
3189390736,mystification
2448086617,concertos
1184522747,pro-yankee
1500355820,visitors
2263053587,designer
942195628,printed
2760448703,dogberry
1893439739,quality
2826542128,employer
629466194,warm
861193209,all-
3423327239,eternal
358514923,treasures
2342791568,realization
351709012,presentation
1018951292,newsman
3980091392,eighteen
4211243288,subtle
171531905,fabric
2833042493,operative
614641317,surpassed
763118844,breathes
3192403183,connected
637945468,floresville
2038019961,massey-ferguson
2978087509,clicked
1704500291,caused
1386407771,effort
901706878,noble
4121689839,nagging
3119369666,identical
3152758045,worker
2368056553,cumberland
2261326354,necessities
415592802,imposing
3758897800,jurors
4182329543,rusk
1658540274,island
1260157605,pilgrimage
2120005237,created
1048807456,priority
2520988306,nori
27351585,taxi
106063742,references
53672236,assembling
451917119,clarify
2550913024,immediate
3817454180,late
2723888014,sloppy
595036554,momentarily
820280127,survey
2310867779,monograph
3152190670,cuba
568497103,distinct
2837125256,rewarded
3420480720,threshold
1483742308,manufacturers
360216433,wants
2529578735,peter
30504954,neutralization
903516109,grab
3062668708,directors
3595051672,midnight
4176542946,broods
3120801829,breathing
1036400808,mommy
1566237157,killing
3084312014,endeavoring
3389722206,trails
