concept_id,concept
3948690084,standards
3848696971,modules
4149942642,gillis
1290941027,many
3969507880,animosity
3086985023,embassy
233693763,insist
1305443256,prunes
2090854854,plazek
1963448387,mundt
3424311448,clergy
1657051567,danish
4035187243,curves
310451615,bible
4130863820,momentum
2543976859,consultants
3027862321,well-ruled
3893332316,wendell
2413383307,stem
2180409631,broody
45972695,oglethorpe
4102222991,prednisone
913205680,exhibiting
1526683511,lookup
4268969127,seato
1981115913,certificate
3227018364,university
3115495431,males
248210573,metaphorical
901519250,whereabouts
408323288,verrone
2366531617,fingers
1053755146,corroborated
3127736357,analysed
609763776,exerted
2360852412,simultaneously
985093714,pamela
3488637590,cancelled
1669508861,microns
2985311748,discourse
1088230578,employment
1868656493,kennedy
803460237,export
4027731027,harris
1961029782,incitements
1931832773,propose
2579798858,ridiculing
1045695686,emasculated
2490999914,raises
3747280800,presenting
2767681638,bother
3784868178,ordering
3006882649,accessibility
1430973464,alvin
2920646202,shocked
3273765985,answering
1234811999,reflection
4064354764,purchasers
4245737694,lineman
406715338,laodicean
2479696133,fumbling
572466804,liberal
3437380210,greenwich
4198026451,wrong
159635788,lamps
124622713,bully
1518492956,detrimental
3075972759,philippines
1742661998,interest
1756185965,pantry
3684447020,flat
3404847654,fletcher
2189482637,mocked
443387955,overactive
3197744124,retire
2091909843,solving
4205608812,attempt
378068751,congolese
3612684171,august
2258429121,adair
2784671211,robbed
2250514663,beautifully
235519015,driveway
62772341,synthesised
2867837173,wallet
1314996484,infection
3745057302,over-emphasize
2283735712,fails
200960009,deterministic
631494802,packaging
2536450424,mutter
2185464817,collage
1340749731,practices
3618685780,irrelevant
3002051281,coleman
4196354474,monstrous
3551371785,rates
2376069581,photoluminescence
611436909,mcnaughton
2718972334,dissent
