concept_id,concept
960998492,grand
3082282383,likewise
228190666,ordinary
3599505692,events
809767354,sixties
205742779,town
864097015,might
70874317,anatomic
2652044876,believe
2838580961,audiences
19585593,uninitiate
241702923,memory-picture
600371296,stared
3055428931,athabascan
3470664888,secret
129912526,formosa
1462930603,subsidy
3137589780,examinations
2605258136,overshoots
2640605790,balkanize
1529992092,desired
116592704,uneconomical
3793408473,torso
3297589310,roam
1643611193,all-college
693242565,contribution
553098612,murphy
1376721968,preference
3814514766,willie
715828446,vacated
1234356178,leaves
573080338,bargaining
686734253,sweden
349286933,sign
839844514,sympathy
3602413544,soldier
828292625,overlap
601579954,tektites
291862203,rabb
2812195064,pomerania
222429076,squeezed
3559822591,accounted
1659247699,leveled
116257987,furhmann
1217882018,inevitable
2058280498,hoosegow
3386425064,informed
3808957510,catkin
2485999240,bas-relief
3199862315,talents
121225626,stillness
1303132806,jeweler
3371469447,heretics
3447404457,venom
1146778805,gale
4047849301,chambers
3609843056,silver
1323470005,rekindling
3590513090,shaft
2188354908,triphenylphosphine
176922633,god-curst
2890208926,retailing
1533926949,ranging
1098511209,ponies
486984691,navigator
2322319882,platonic
3346299255,restatement
63749904,imperative
2495880572,sidemen
1662737482,sampled
3778481997,key-punched
1217841893,coupling
2886770202,plunkers
1613837536,wetter
3430705303,citizens
3412502067,goods
267062939,crops
4066200378,muster
463886054,marines
2816103558,triangle
2701769192,heater
4177135021,french
1432792519,mollusks
2928170681,brownings
1689857489,horsemen
2622919830,potential
1050295746,existent
3103414740,tentacle
1510545090,almighty
2472624365,stepped
2218761578,drank
767007954,spinning
2795727104,casualties
1483672253,basketball
1274750408,kolkhozes
3491737236,inconvenience
2883960326,awareness
2284267570,contracted
2976610621,virdon
1977796679,circonscription
