concept_id,concept
1701221685,woodbury
1384279936,subspecies
1254112006,causes
2694649911,efficiently
1724468946,mausoleum
2785737539,cornell-dubilier
2124644286,previous
3442222917,bitter
2833184230,borrow
3908549591,spurt
2881111041,housewives
3310720362,hell
3174191609,enemy
3103235591,allegations
2213618892,mean
1907150544,stabilize
1271695994,neutralism
3412132665,occupy
3739115376,ultimate
1494611894,double-talk
2942277801,lots
2372314200,frog-marched
1609351226,proposes
1936550915,swan
3728768336,coalition
2687009352,slowed
3619088111,asymmetrically
4205081841,furnish
852137221,pineapple
3248305320,dickens
2772722454,opening
2792721826,appestat
1262049839,marveled
3664616160,graduating
3721771403,torpetius
292360269,horse
2027295687,accompanying
1640297316,laugh
2581363747,milligrams
643606658,alkali
3806822678,discoveries
1444946720,adjunct
2095032850,efficiency
3961060885,roots
3316611168,ideas
1412547753,patients
4087894351,surrendered
1662149135,frosted
2337034639,time
2665211977,boris
2045990599,linking
2045845301,epistemology
2763242625,brass
2735485472,rescind
1635912691,realize
1514974767,rich
859014970,violins
3918326282,earn
697882296,unfair
3235866933,recipe
2793317685,attached
3564064040,aspiration
2300834411,entries
1227196120,crosby
158699266,every
2857803308,weep
452073772,victories
2720107438,persuade
32764346,behaves
585985945,rhodes
243046555,one-fourth
1560753391,undistinguished
1015583817,mistrial
299372142,appease
2453079338,triol
3750164902,comprises
1381652163,followed
4182365389,rancho
3407602770,laying
4177161702,unions
2057681841,bogged
756048592,relearns
3007302008,larger
3819820451,by-product
1817879495,echo
4015699400,reporter
4186774362,invasion
1160543760,isolated
1927167612,poultry
877405415,loesser
17702116,characteristic
3965015282,breakfast
4024539444,tradition
1538713907,inventories
1235493358,economy
1304973180,garages
3595955752,pocket-size
1238524861,citizenry
3971434239,battenkill
79324514,recordings
