concept_id,concept
530725148,repay
2253635550,albany
2554001718,basileis
1043276613,discuss
2354339683,thyroglobulin
1041863772,cracking
1552872163,accounts
748056046,misdemeanor
1444441783,reporters
2640240890,consultant
3295818517,ionosphere
764134737,wanted
2724516562,shattered
3284155717,swim
850943447,serum
186746098,assignee
522761837,riggs
2159354125,mistrust
29739612,retraining
3199260009,june
712004523,hewlett-woodmere
2246734430,rushing
1718253872,terror
4144508519,puerile
3751144197,zeroed
443689664,hals
6088289,admired
1875315521,inform
779345836,apportionments
3995109466,matchmaking
4286443490,villages
3817802958,afforded
1559181916,catalyst
2160729659,patiently
3175289826,summer
1728989040,spiller
83834075,doubted
1750056980,strongly
2122243769,crashed
78489874,jurist
2739245526,kepler
3296619728,self-criticism
3750612212,rameau
3551272871,offer
308761932,defined
4139633498,stars
1187332315,case
3729386318,special
3235891846,peasant
870412162,disappointing
680242598,morehouse
518619593,went
242493839,dies
2751842000,astound
894693497,donor
3572471573,rendered
1531294602,fluid
642991590,expanded
660712799,sexton
2443316816,neutrophils
4192680204,slaves
2837432472,southerners
2080363992,inherent
4227466084,processing
3109449846,tooth
2912747348,integrals
4247568330,solidly
3397941030,condition
680602737,prefer
2573180758,squeeze
1783816249,biography
3694678556,france
476370784,stamp
3262709828,emphasizing
3734358430,harmless
2835830196,accept
104877013,ivory
1416270568,mathias
186031986,contour
2175704798,efficient
3795661205,awed
1723626807,deplored
2500655061,appropriate
725958698,behind
2650026614,subdue
4034800988,counts
2668105447,explores
386362999,pepper
2889692773,provoked
2407088062,confessing
197605923,fair
2622916318,hubby
1391562517,unwarranted
248758178,reprisals
3691221937,waterbury
4094412043,demurrer
1390562865,mid-shimmy
908760478,allegretti
2255148416,advertisements
197420753,functionalism
