concept_id,concept
1138018724,pledged
1084267567,provision
2138515796,strikes
1860421044,grin
2404167695,jews
2700745798,building
1043616170,south
2478319024,texture
771771385,heritage
2247104652,badges
1873288366,unprovocative
1871675629,duke
3885099206,proof
3558619372,positivism
916522856,computers
4007548143,elephants
171853077,bangs
4082767623,mexican
475886961,unify
371753562,potentially
1334036217,stalins
659767813,silent
1123099856,businessmen
3985473244,exists
1335791264,seeking
491080202,influenced
3629368471,sporadic
1910866859,situation
746946250,passes
540339557,goodbody
1664013176,preaching
1554739968,protected
2146920392,permits
2011013709,tuba
586592123,marinas
4293982571,quixote
3400732286,odds
3316724659,intellectuals
1463974205,ants
744236354,concerts
46001823,loudest
3200496299,christian
1898005703,swap
817610706,comet
2867868121,enameling
3442419806,vitality
2859865815,drifts
302701280,murderers
3314484104,blest
2354921972,springing
2939667072,want
2158309562,continue
799880192,gulf
868496605,easy
275985726,architecture
910541160,forthright
140002671,absence
2308825537,equipotent
2171989131,milton
2126949415,drifting
2617324554,transfer
1448136157,matter
2612300713,revaluation
1173680946,latter
466283910,arrangements
1148887520,arm-elevation
3517908780,model
3154733476,ex-mrs
2934626049,running
2232677876,family
1044063220,appointment
2569577876,united
553262410,embroideries
2686346748,spell
1887805919,reimbursed
1343931455,motets
2146551791,join
935053084,sabotage
1246049978,receptionist
2985369304,physicists
46985721,lady
2894987276,meaningless
2210597577,today
4175246192,sophistication
4273042255,payroll
687399582,majors
2711879658,intoned
378007567,growl
3371293686,interior
4291448089,assure
3949205485,saluted
3305516603,tournaments
3803590922,grouped
3990388338,formulate
1486442462,evaluated
2846491108,subject
950421638,congressman
1044431493,monetary
3505412803,squabbles
4078345194,opelika
