concept_id,concept
2344942590,wider
3302544943,tailor-made
1832002128,classification
2581317010,lindskog
689597305,shimmy
2961351200,lucrative
104029141,myelofibrosis
4122424811,restudy
430888693,ironed
3603449754,livestock
1307788055,mcglynn
3783043450,correspondence
3283798385,hydrocarbons
154532032,projections
3366601558,tosses
1221063500,histrionics
499536383,ministry
3906681647,faced
1216160767,classics
901073791,contender
1693570051,petermann
928680044,communist-led
269118319,officials
2207222713,pauling
477418972,deviants
2040691822,orlando
2327517324,underrated
4215307983,ashamed
4224743746,roaming
186082494,belting
845480734,woman
545073372,tempted
1034098764,colquitt
2993079585,investigating
1548657198,anticipated
3047390963,beneath
1681633478,chairmanship
3798306028,citizen
1471912939,disruptive
1423718879,shootings
1024883540,salem
3170838771,quashed
3146683829,screvane
3235895700,marina
704505633,arlington
3241083744,in-group
1128819412,hackers
1732834853,chorines
720102405,corporations
298279354,cleaved
2284826880,baringer
1714318759,supervising
3974590062,governors
725544986,mobilizing
663632480,deterrent
2952008753,peasants
680552944,channeled
2860302897,spoiled
173811399,industralization
1282856412,cloudy
1550208465,individual
1868645180,crypt
2084347801,racers
2415195107,collector
3387003493,ignorance
3406264856,hydrogen
1843635775,legitimate
920258608,example
2208374023,connecting
2099506975,educators
2239983278,straight
3613639780,criticality
2462753351,denomination
1639592571,delicate
3030159539,sciatica
3243647027,incline
402265735,degree
4248947377,workmanlike
4220458626,dared
2581002015,platoons
1708171644,bedridden
1621736797,brood
2749780923,vocals
1043522745,latitude
2006413981,minded
1241067504,emphasized
53531978,masses
3543501682,larkin
1967947757,exhibition
237470202,attach
1934420928,monastery
3030459060,opinion
3070706083,samples
1722776014,unpartisan
577448055,c-plane
4209342719,examination
4094782920,upper-lower
3768303193,embezzling
982035391,crossman
2733537078,reagents
