concept_id,concept
4062994235,questionnaires
88940306,tracing
3394800019,greet
4226660403,charles
733734555,offering
2699151733,preposterous
2072145109,teleology
3682611743,roster
1759655763,sermons
4145090916,waver
526112604,footing
2486519730,diversification
3344423827,fires
4121843204,apart
541648599,trawler
2742972409,larvae
1185919423,ambitions
168364154,penetrating
1194113355,poverty
3058512742,residence
3776825013,wars
2878676455,renderings
3742726217,polymers
3396515014,almanac
1235065906,resemblance
3129039125,independently
519749739,reexamine
1062637131,isolation
1052143615,organism
1109571065,pulling
3290274736,deposits
1226377372,corroborating
720204864,bringing
1722216253,stoicism
64507346,falcons
2995664479,acceptance
311887317,diversion
2376065941,legal
1619189058,story
3442271387,bellwood
1650416161,authoritarianism
3544133340,occurrence
1470926566,studded
194192987,subordinated
3922223412,recorded
3342487047,lying
3924124596,hell-fire
2942864493,simpson
2093194251,conformed
3633754977,freer
615394998,awakens
520437549,co-chairmen
2222748438,gross
1004041687,schwarzkopf
1171604392,affixed
1295040909,brandenburg
3128311549,differ
2749334497,caricature
3245421222,cromwell
3732336986,autofluorescence
511239330,shoreline
3888082484,royalty
2702166189,armor
3340596363,deviation
2151409620,magoun
4043542863,highlighting
1517169089,attended
1789056821,micelle
3950194233,continuation
3935792241,reflexes
3439703703,renting
563937263,syrupy
3584385620,soon
3406264856,hydrogen
2571763420,affairs
1454309161,chimney
4262662595,entry-limiting
1788083079,responsibility
945461823,thayer
3333685395,comprised
3745616746,relented
582728697,nixon
449198002,everybody
1198819850,reactivity
3805072484,roosevelt
1615148807,conservatives
427251725,celebrate
2724727694,reelection
3109104436,respect
934549337,march
1391214786,termed
3261955163,versus
3675043071,phonies
641621184,supervisor
1337299083,moore
3745532589,commenting
3142485414,consolation
2675177315,wheeler
973787677,rumscheidt
4030290418,s-eyes
