concept_id,concept
4259018777,attitudes
564465311,beat
352111549,country
672701359,arrived
3782506732,technicians
3501706785,particularity
123074286,accepts
4042936268,forces
3193312791,shari
672985214,symbols
449931211,odom
3111537973,iodoprotein
2166576210,boiling
1120849205,antiserum
1187986458,convinced
426776036,dramatical
1457326603,revenge
4208131654,probe
1417449263,springs
510376498,louis
2649554152,creating
3870013749,gods
4049745299,slippage
2999801784,appraisers
958380354,wheeled
2454268074,germans
3227594989,densitometry
4225089415,offensively
2586075302,decides
1916316121,chord
3983596928,metrecal
835370862,circumscriptions
3395061786,morris
1974946032,chewing
2880581038,sabbath
1317262836,westinghouse
1842049784,misuse
4134622888,push-ups
170023233,anatomically
1370323188,dade
3958519480,jesus
1379795009,gentile
46698581,subtitled
253327836,berle
3131735289,novel
831902643,adopts
29575818,overweight
2381465520,show
2963976740,squalls
949046108,courageously
317789808,unless
1684767783,illumination
3149344068,delegated
3215753421,framing
2995523076,lymphocytes
1069585606,filigree
1782052254,findings
910748979,adolescence
2037209136,duty
1964369520,archdiocese
137972233,allegory
1420583551,experience
3994405525,plows
1134568855,passenger
1012860187,indigestible
297756757,spaniel
2399909068,symbolic
2545506502,ownership
1417809709,deny
504013696,allowable
2753931281,supports
3891457949,histology
107147748,elected
1933182790,boycotted
3542547829,situated
3546266996,initiates
2996191074,binding
4147861920,numerous
729543420,tropez
3007021200,blows
1499188810,reimbursements
3670077381,culture
3525847674,handled
455775263,globe-democrat
1650345996,pork
1315341666,transmuted
533882452,facilitated
187822613,armaments
1687688319,suez
3633624170,jilted
1192118513,develop
2859670078,intensification
33424900,rain
3188650503,readapting
2629237362,humbly
1308848739,invitations
1866535385,pros
509388928,insecurity
410600012,darling
171203382,disastrous
