concept_id,concept
1885779943,anecdote
2941179237,overflow
2921759601,jury
1791179036,slack
2016259229,adminstration
1730316362,concessions
258920574,marskmen
3440021485,engineering
975289818,symptom
4071734572,sale
3527422233,sidney
100246057,committee
4397059,pirate
3593590968,talent
3695668468,decided
1888347356,officers
1129290904,lowered
720099518,explanatory
1637297358,navy
1485998257,vaughan
2358707738,winner
805274471,putting
2630813181,samuel
3774227798,thirteen
1047459567,magnification
3270561801,fabricate
1031386505,traditional
2702380232,residential
2187205304,suspected
140025698,ariz
3575789436,sochi
49738922,everything
1957799881,selecting
3585785518,troubling
4252675463,speeches
2419410476,fellow
3563523605,pleasures
1444801463,emphasis
752492480,procurement
185900273,narrowing
2366561055,determinants
4184214060,conscientious
1440290006,flutist
2193746734,contempt
624698624,femininity
1448136157,matter
2101743880,deputies
960726985,flood
529734700,cubs
4072940090,charted
983291169,stops
802369349,moldboard
1561825612,villains
1206249790,testified
3420978006,adept
2600154824,blamed
3952740685,celebration
3689010573,entitles
2716961175,create
2514129767,race-drivers
4248134106,nondriver
3562797788,lyin
1062643947,reveal
2341677075,lillian
2619463982,registrants
2903058779,heavy-duty
272059236,windup
4008302384,resisting
2443240833,unconventional
2328861386,greenville
1743490319,practicable
3978832290,dispensation
2696170244,launder-ometer
1082860812,implements
236696441,reduce
3871646101,coordinating
1070266905,skirts
4177531591,showed
724501753,discontent
662313202,questionable
3239217653,corridor
1204770834,examiner
3892866232,mid-june
3470678392,cramp
3728830401,snowstorm
741646606,dialogue
3122393774,sirens
2497404880,costumes
3195179120,self-determination
3520469180,beowulf
170585701,teenagers
3536494303,initiated
3541801164,swerve
2856480449,contorted
2189510077,exploded
1659498311,camera
2381465520,show
664291251,student
1429739429,inevitably
1178636675,burckhardt
