concept_id,concept
1543144855,enlarged
3773712178,transducer
2129582889,effects
1886906213,reflects
3072898528,bullfinch
407580172,proportions
4168144684,contemplating
262550162,drill
2348966120,buckwheat
550266609,showcase
1247408686,publications
1617598743,reassured
2322684146,tour
4100755364,understatement
1012436598,caribbean
143595351,idler
999589542,oleophobic
2598602088,year-old
4046036662,exposed
1117675709,fedora
3344657706,haste
4179695347,negotiation
3246540159,thermostatics
1499636595,gleaned
1045140154,determinedly
3035247951,approval
2512675195,balafrej
3182399056,deepest
326765553,traveled
2143974323,pure
3407311423,threats
530534967,upper-middle-
3817863616,complementary
1994246861,descending
507427692,permitting
1177417857,confine
633712963,fortify
2649274554,mostly
316053362,analyses
930076991,despoilers
3193722074,compelling
9097345,civilian
881403795,solidity
3613878006,journalism
1992919160,montana
1109095517,masters
1120315171,newsom
2252992369,liked
150564203,newark
4269793598,aviation
2649454426,powdered
3476910513,garrisoned
2561873836,discussed
504422528,solemn
1847980517,violin
702900929,leased
2106375952,supplied
2681492943,bookwalter
3061928278,pawtucket
739050409,communication
2777806899,emergency
1808388065,believing
3094378139,marketing
1514974767,rich
4263680264,dealings
1257816955,delinquents
2946936835,levied
2652044876,believe
3118425114,hartford
2682466917,syllables
2760303335,airstrip
4184530166,facet-planes
3854512949,undismayed
3636197597,predecessor
3795265399,point
3708455926,amended
4066495691,finding
156264108,raising
3848835671,pittsburgh
1687313389,sanctity
3204124391,beef
2996377123,objecting
3291173573,injected
1475216389,walls
68043886,impartial
1816390273,treacheries
2151899935,contaminated
1570871963,advised
3785784959,halted
922467288,brutalized
3676347947,bees
2708952115,wolf
3090362761,sleeping
2087689619,baptisms
3386021719,cornerstone
2442936756,landing
2056672279,changes
23830981,carnochan
2710649783,neuroses
1889325614,famous
