concept_id,concept
354132323,rebuttal
74207376,hospital
3016116879,tells
1603240753,performances
3078088112,maximums
1824535251,cavanagh
2314416980,duets
1116214814,burkes
2922550466,scotland
3166419697,seceded
1026603846,peck
2007120110,ancestry
3682540981,ripe
987026330,hasten
3702622259,bronchus
1650643634,infectious
369503482,going
3220008082,shaping
3137719685,fabrics
4199862770,wert
1894253778,aniline
3266876765,carry
4035631025,gordon
2846385851,fusion
3412084818,threaten
3100568105,dispersion
1051920249,agnomen
491661855,focus
3132593062,chip
1783357173,emergence
1082667482,sweeping
1781614839,washing
1393099264,member
631963496,manager
1088414167,tension
1457661620,resignations
4029336725,correlation
2199917305,speech
3191709213,badly
2063403020,maid
3141092275,overwritten
2758674886,inconclusive
1263947019,fanny
429328016,capitalism
422669737,behavior
2529456780,boldest
132776907,mechanics
3907258180,hoover
4114406074,intervals
1221018678,robertsons
2779714409,suing
1176581575,refrigerator
2030391031,headlines
2384093316,mammals
2086593382,commended
3732863363,celebrating
3279974865,cardiac
1911498576,display
979432352,myth
551393525,nazis
3999382557,bloom
450494303,theatergoer
2208664356,lays
690125818,bolder
3559394519,migrants
246851998,bake-
3339687844,unheard
1116435590,eagle
1037367520,phonemes
401073597,endogamy
1318226565,ventilation
2817730736,onset
204765839,fiscal
2730277891,limbs
4174836419,bradykinin
2775315647,quite
3397166365,despite
155940328,oh-the-pain-of-
1617647200,wolpe
3840441329,arnolphe
3774901024,single-valued
1335745709,founders
3204991658,weight
3665178571,landlords
757320161,confidently
977526114,arisen
3497219063,beliefs
3231223561,responsiveness
1987851559,occupied
4126231946,benzene
1023473638,in-laws
1853772790,means
1372903731,tax-freedom
922983194,broke
4113146482,favoritism
2491397831,saves
1390739978,gone
3854632993,enlighten
643987141,procedures
1984759849,accelerate
