concept_id,concept
2791838920,liquidated
158133917,richardson
4081807237,dennis
1357727165,although
1004998629,jurisdiction
3182040353,glances
2519005866,richer
1353654144,incidence
3227846569,dalles
3686913661,economies
345314740,paternalism
2703536077,quarterback
1222565211,range
1523874279,telegrapher
635566718,depositors
3417777672,province
2644096086,turns
1156734689,pitching
1561880732,mobilize
3120268087,light
3689749211,exposition
2394023840,kerosene
3167094056,schenk
3198333280,madison
1116657748,portrait
2202869729,sponge
3717497472,giants
622073800,abridged
2192355803,riddled
1115869701,blackout
3891867946,destined
1302293048,affliction
1190931700,lives
397173457,candy
4049693680,commitments
2279666248,heatwole
60418828,cautions
69139040,mysticism
1685885616,columbus
2466238952,practical
3368169855,rein
893054590,louise
740826418,fist
1759727038,clause
2334375860,applauded
957065344,instructed
74010465,expressive
911033039,matisses
3918417394,humphrey
2223891312,ample
2147937579,deactivated
1337786546,vanguard
3773297166,whine
320727142,answered
435213052,coronado
2871421072,cannon
341368096,certain
3992806276,billion
3492060560,lecturer
540690525,interpretations
3539975279,virginia
351424199,dissection
3031334282,fields
2327815108,pass
1671448559,eastern
2122089272,dorset
1714508462,manning
2869242059,enormous
1180749238,cervantes
3085405700,bandstand
4286980611,landed
1097376288,fleet
3392949493,less-traveled
234249299,finest
1402361649,disentangle
573620084,exclude
1118287019,finger-tips
1600304546,eden
3124196929,derivative
3812734908,garments
2192526256,complying
1908128438,paintings
3782041225,measures
2650172852,municipal
2442380128,multitudes
37260248,conservatism
1018847556,readable
3656570447,arrange
1180782136,guarding
3223154662,lodged
417953778,read
2042955981,pushes
411321241,signals
2577004111,despise
153285151,feather
27554,leopold
1487456560,remained
845692881,particle
442286443,dapper
708777478,vigorous
