concept_id,concept
887295913,rails
2392232951,submission
1191274902,party
1001624319,dose
3412121555,stipulates
1914637010,traveller
1302403675,vice-president
43388907,camp
1770036042,male
140357068,deficit
1201897707,commit
3912723868,jordan
632099025,enjoying
2026057992,sensory
3317906171,agenda
3540884189,heard
2996232118,illustrate
3428363130,self-sufficient
3008294277,clothe
2210597577,today
2556140968,grave
429089058,graced
175252423,decade
2182634016,torpor
240538908,levitt
1038987092,bassis
2853262314,scattered
2384983319,holding
2908495077,policemen
282785001,tipped
3704915341,executives
45807733,lully
1507748567,drivers
1723373311,motels
2713774443,construing
1175590662,congenial
1605126510,announcement
3568435940,occupancy
1738448867,warwick
2606596783,coercion
3456163088,public
3770384394,westfield
1138013105,truncated
2535656277,dooley
2826020800,ball
1562592095,concessionaires
2258204710,observations
1604876300,sonoma
2574461813,sidewalks
1335507052,fond
1270388494,legends
661149452,unstilted
3381738949,workmanship
2381465520,show
2124529043,marriages
2024940452,category
3979372654,renfrew
24332268,research
3007144526,reject
3769448546,carrots
3941112438,intoxicating
4011196337,deteriorated
3637757853,contrasts
2420497099,think
1219716308,sluggish
2451464748,gasoline
2138442176,fanned
831466678,eppler
876221971,admissions
1536359449,communications
3885702028,measuring
1396066627,purified
864097015,might
2941223764,clot
3193669559,frequent
2829193881,fooled
998577092,humanism
3012926293,meadow
925510573,shunts
3548001771,puppet
332604640,significance
3834726275,jakarta
3492066777,news
3306761652,fulfill
2409699534,stunk
658649294,walker
1547140938,letters
3758874004,japan
123153807,pains
3437767634,trophy
1460548139,yamabe
1669563798,over-simplification
3843350089,inducted
3916644136,additional
1082355934,submit
845321541,berne
1125045202,baseball
1861105420,degrees
2550913024,immediate
2705969771,estimation
