concept_id,concept
2453517062,conveys
403943479,sterios
2874534683,readers
3729572665,starlings
3721736508,directness
947440034,hitting
2004075272,christ
4235581667,wounded
1901601548,impose
2427091171,elegance
3387170700,restating
1948441831,honoree
3268878469,reign
1108388519,labile
4106483245,volunteers
62273255,disposal
388835758,metal-hydrido
3320645243,crossed
3561985893,herbert
1418161361,ceremonies
896536964,weinstein
3697355307,salvos
3839053521,apotheosis
4188218709,necessitated
2421600228,favored
1419636493,system
3355878389,idolize
2753736922,disappear
1779730696,terribly
3815827963,carries
3159596342,toll
1767489043,monopolize
952025582,minus
2529261107,transport
825762403,burdened
3051679264,substituted
60613456,amaral
3688507835,girls
1143459702,complicated
1091378972,arrayed
2890256383,draw
1065996001,compilation
1270694820,entourage
750921676,enchant
2202218323,attempted
1968696524,grover
2317434203,ogled
3616750451,hymns
2382938740,parked
1457683950,steroids
3555581487,delta
917691794,improve
2617865624,doyle
3641775893,adjusted
2932438804,smith
3979793601,programmed
2179207914,lively
1727665450,nonchalant
2697808440,ecliptic
1482404352,roquemore
793493198,tuesday
1744209613,refurbished
3833624025,warned
2378958655,strange
4051547842,advantages
252976594,pachelbel
1748913547,elite
3957437173,approximately
3184155348,gogol
664657881,matrimony
4283790032,banker-editor
3118536682,chose
803800364,adenauer
2054461305,moscow
1096703935,attentive
3669907552,disbursed
1352011724,phrase
137354930,queen
1908464576,compete
1429102703,constancy
1009265319,terms
2565636502,adoption
1678950928,moderator
3110625855,anemic
2023221812,managua
664483132,spate
3930117838,lexicon
3706564965,bertorelli
1843348754,cuban-american
1325286912,effluent
1165041326,indignation
636940930,swung
2041764837,whenever
3494463107,misgauged
1377616145,maids
2711691824,without
4094302959,chanted
519873370,following
3817369133,sacrifice
1464179590,flanked
