concept_id,concept
531605252,pecan
1189941741,dignity
1810723658,likes
519873370,following
4210186264,imbibe
2439865200,textile
660976434,entertainment
535399119,dormant
337313009,handsome
2017006452,noted
2887886298,anguish
95223500,ramsey
2062161768,stripes
1763121599,commissions
3475356179,tallies
16714578,asset
3516371850,become
802078240,puts
2106913007,ghana
1634478508,inheriting
1884216721,infected
1321881573,harper
217127910,skillful
2801791645,antigen
2237876704,intimated
1426888203,distributed
2122482483,fiche
2248043302,probabilities
4154441937,windmill
143889787,polymerization
3025005707,dole
886845074,keep
2328901922,hazard
2551568146,tax-free
1837854322,routes
2118858410,find
3021086152,gristmill
2201153115,sold
1027960274,strengthens
3345303494,crowds
1799157272,iniquities
1477216029,society
1512671466,rebuke
1346008134,suffer
397473048,tensions
3465619730,technical
3066786443,official
1703358103,recalled
1100428202,cambridge
1030645150,recognizing
705922070,weigle
1889896654,prevented
2152775331,europeanized
688855637,safe
3910671288,given
1550257090,dinners
1268412780,apartments
2433832751,radio
1245147921,somber
837850898,trailing
263964827,toughness
4100755383,refer
3686439041,arragon
1936935604,cavaliere
3410486057,decreases
827213062,connections
1062029487,calif
1184815153,free
2833816770,attributable
641566471,burnham
574960305,rising
1502794989,ramifications
1668923349,oslo
2530767559,wyatt
1810319999,barataria
2398794009,favorable
1834800208,companies
4212596714,unimpaired
159112906,widowhood
2001041434,sketches
2966148033,manners
987631436,beaming
2218999476,usable
927004633,hartman
425142689,mussorgsky
1598454592,inductions
1570088847,oliver
3344721745,luck
4068220793,enterprise
547793815,spring
2079951298,unprofitable
3982751864,semi-heights
3344722482,metamorphic
1449723024,murrow
854101694,titled
1793229800,unfenced
2400108333,ordinance
124052229,scooting
4200603857,denunciation
1189859108,steel
