concept_id,concept
2199917305,speech
2295702838,kicks
1762921570,lyricist
2879745996,guilford
3552465081,heavily
79511317,subjects
597047876,expect
3342994992,hostess
2442174384,thomas
2075771704,goals
757973661,selective
1671188123,untch
281187902,salomonovich
2863081525,outside
1000257122,prepayment
3488554522,maneuvering
1992018573,bubble
163862217,prosecute
2278634048,mock
2649468253,varies
869527165,denounced
1659488295,commodity
3898761703,understandable
2004303237,units
1170843450,vein
3451224385,osmium
3043865879,limit
1916820601,oats
2510026882,industrialist
1790858023,resurgence
2140874267,limitation
776312988,kitchen
1459883349,transaction
3442102442,adopt
162989162,experts
2424446191,catapulted
123444601,indifferent
1425768035,guiltless
2037073472,make
511492008,cane
3528692280,ringsiders
345934821,processed
3494085848,demonstratives
131099987,disclosures
2543091766,regard
642414592,panama
385925636,hardwick
3826150457,cores
455034835,unarmed
3277825735,obtrusiveness
3913812595,happiest
4173177795,overaggressive
2645686830,structurally
3190951637,diehards
1271458302,pocket
1448749301,saws
4080011319,sheeran
2513015307,contraband
1187088981,verges
2337109491,fundamentalism
3128798224,grass
4178444929,breath-taking
495089991,menilmontant
1112100378,cross-fertilized
1370165902,bragg
3279477427,thoughtful
3028201165,authorizations
126124396,retranslated
2618341611,vestige
2057238881,dodd
1662029651,impulses
66842528,antenna
449777170,jupiter
3465619730,technical
845948768,interrogatives
381358293,chrome
2998868357,hard
4034069512,screens
1570722158,common-sense
3802438677,california
1351982767,reluctance
1661479582,name
2593395160,orienting
2194632360,martin
723083512,crushing
2684467513,colleagues
1312213883,conjured
3548385314,conversion
3633827965,segregationist
1916983408,rats
3382615485,solids
3754319951,rainbow
3030824022,symptoms
2753795151,consequences
3809725543,england
3184226700,moody
676240447,fees
3139537132,sluggers
4192418902,handcuffs
1433203042,orifices
