concept_id,concept_from_alex_street
3543760809,world law affecting
2226720643,free woman might
3062510493,president national consumers
1967731696,let us say
4243199446,young women workers
4161745503,international organization formed
3421705498,new york herald-tribune
2541215223,equal suffrage league
2982730412,new jersey federation
3387460257,entire press corps
2927947758,whereas poisonous processes
3669705142,new jersey manufacturers
1014032984,colored college women
3903735594,los angeles district
43465780,hara et al
1220821528,colored american magazine
425664233,johns hopkins university
1787163566,good government league
529973739,federal district court
2208896358,martin edwards  rev
3098403269,electoral reform bill
3423731870,equal rights council
3214478672,tables seat eight
694182114,legal research chairman
1644028771,eighteenth annual meeting
3257957023,belle bortin ruppa
2699530532,sunday school convention
2672572800,amendment would endanger
2372847570,great step forward
4064445102,would mean nationalization
3590740878,alice freeman palmer
956526693,sister sarah coy
1117319005,kansas city association
616243243,women still count
3601829075,served six years
866029471,single women teachers
398949339,porto rican woman
3960928397,rear admiral wainright
128388986,national kindergarten organizer
3752298182,average woman juror
215161825,investment banking business
1204574297,one entirely dependent
39629781,two years old
4118246481,sufficiently strong position
1882640041,junior employment people
711235401,mayor van zandt
380640765,short time ago
1525199968,joseph henry hudlun
153269567,college bred woman
2681283350,great army behind
3232531886,state supreme court
3460027033,shredded wheat factory
3979455813,charles augustus lindbergh
1046134317,massachusetts state league
949395321,so-called welfare laws
3106017203,exceedingly adroit move
2661933552,dutton & co
1153156386,annual cash prize
189543235,british civil service
1528670696,new executive director
906098465,virginia state branch
1891180177,harriot stanton blatch
1423649416,oldest federated clubs
500199408,every grocery store
1081904183,supreme court decision
1500408386,susie green made
201398082,packs substantially nothing
288176105,holyoke college  dr
52620017,simple affirmative act
3492393485,great denver meeting
3157067027,nationality convention adopted
1810405253,labor laws applying
1624954934,often unseasonable hours
2369325451,minimum wage board
89777430,james weldon johnson
2121089095,men earning $
4059137022,state industrial commission
4125978251,businessfifteen minuteshealth month
2524570931,california state association
123579490,young colored woman
3455096355,commission may require
791412057,every garment worn
809859927,two kindred spirits
2642845676,said agency shall
4016034152,maximo soto hall
2319163330,final resting place
2914135723,look back upon
545020538,united states would
1004300599,clubwomen must realize
3792157626,hotel du pont
2364907970,poor little girl
1550561089,motion picture censors
3261331552,national political issue
1886254388,christmas bells ring
557250008,helen hamilton gardener
4028055301,irish free state
2721701886,indirect public service
1392411591,west erie avenue
2531439504,state recovery board
874264720,train negro girls
