concept_id,concept_from_alex_street
4261699572,industrial welfare commission order
911154017,east central field committee
3397915312,minors made conditional upon
100521265,proposed forty-eight-hour week bill
2523547279,public service commission order
1134417560,joint industrial relations board
4173421591,new york city mitchell
2665818116,baker  miss emily g
3540276283,wife need never make
3340964450,chairman executive board pittsburgh
1850444888,harvard law school vice-presidents
3974645287,national equal rights league
1218923930,old english common law
3175863094,fifty cents individual skats
605660911,accomplished one constructive thing
2579911195,minimum wage board within
3864554779,national child life committee
1761465944,negro domestic workers although
3726073973,white rose industrial association
2757430994,phyllis wheatley reading circle
1324191171,two story brick house
220594196,frau siber von groote
158459122,— public health service
3047574130,equal rights amendment would
883736579,food & drugs act
2359174780,promote better conditions among
3995154760,national university law school
2970261160,hamilton bank note company
3852332195,new york state quota
2133420854,marie louise bottineau baldwin
1464846899,auxiliary national baptist convention
21991760,professional voting woman today
425228608,chief state factory inspector
1857809451,alger  judge florence e
292812641,united states district attorney
1112351369,whereas four american republics
252086466,world court adherence statute
3540529476,american-born man could ever
3281953010,chairman executive board wilberforce
189937678,half hours per week
2124601186,playtime guide bookfrederic k
4099478520,th street baptist church
3629520014,women make valuable members
2015462894,shrinks men three inches
2199932180,east rd street thursday
3705897801,formerly assistant corporation counsel
2435863202,ones whose election offers
807497496,general secretary national consumers
1863788474,work among colored people
1408478856,industrial conditions among negroes
2573771361,equal rights federal amendment
268488164,ohio miss georgia nugent
4129984657,bound volumes equal rights
2926827564,masculine terms include women
903522011,minimum wage situation today
3606752074,marie louise van saanen
3666683202,full equal rights treaty
2113293405,female employee getting married
413054960,la salle street journal
2937851677,subsequent enactments brought freedom
3180555981,nominating miss le gallienne
3643376652,new jersey urban league
868900538,massachusetts child labor committee
2956837332,moors  miss frances r
1837023266,national legal research department
2930378689,enacted minimum wage laws
347771134,various sorts including drives
1719696927,american bar association journal
651363859,national consumers league ask
1890755615,district th congressional district
2946501198,oakland municipal auditorium theater
2977876616,new york stock exchange
2047964931,montevideo equal nationality treaty
3636672268,adjourned fourteenth annual session
2812410284,josephine baker  roger n
132140321,children without adequate food
3480504187,shall married women work
2238698702,state industrial standards committee
1855218760,lincoln could return today
149460165,colonel william boyce thompson
3886505262,give de jure recognition
3300413663,erma barbour mary lathrop
2630911455,manuel de oliveira lima
3729053876,new york national consumers
3820882114,sell white list candy
1365885780,equal rights essay contest
2547138727,john graham brooks  dr
939682602,study fall river made
4123577100,professional attitude among women
3169055637,bi-partisan civil service commission
1264790173,existing law prohibiting women
1380678007,negro women domestic workers
2661672831,present industrial system means
1392098944,new york probation association
120682313,new york county chapter
1730762801,assistant united states attorney
1436052246,george burraham  lucy p
4120753285,college club luncheon may
1804620034,revue de la femme
1521133345,vow york produce exchange
