concept_id,concept
2372961230,highest order
844718730,one thing
1562960908,complete confidence
2047692671,around %
362182452,manned bombers
3273148569,social problems
1843864730,obsessive harping
420724291,ivory tusks
1287063572,section -b-
2464102901,well cut
2231359392,major burden
1996126066,western nightclubs
3860595554,flea market
1855208469,nearly lost
901996296,wonderfully virile
2221243575,franklin hospital
1525674144,explosive attack
223131383,new submarines
671230600,leland alden
2092955340,musical direction
1273654467,common center
1434836426,proposed loans
3121679994,cholesterol go
1580066592,approach toward
3254078325,unrelieved fashion
4167363932,travel across
1698737679,two criticisms
2469726586,attacks republicans
2088144717,vice chairman
746635924,fine words
1284967730,somebody dies
2379347293,brilliant speed
2642719400,nine months
3714578139,safe assumption
3413544469,south pasadena
466699801,good reason
2705931593,must justify
401643649,mid-century elegances
2953235376,general assembly
3185506837,handicapped children
3313711787,music purity
2226414407,sol hurok
2085865192,inner core
2616698653,first masons
2145974690,state indicates
3532416661,capital assistance
4127592833,johnston hose
2687947570,criminal law
1366324664,also struck
3608569495,arts club
26913650,coolest election
1191065460,windsor blvd
1884131134,final month
1619003542,subject centers
142076920,water  ocean
3169707462,actually defending
824238156,remark like
128079279,rousing villain
3270438407,another woman
2118799627,increase also
2494818866,take many
3223757245,thirteen states
4085303813,grave error
3639134280,political allegiances
3005963535,newark museum
2663413321,necessary tax
3771981921,probably invaluable
757684550,sprinted evenly
4102127323,inexcusable body
730110568,month-old baby
4275345419,social events
642379382,refund may
3148280620,seek thereby
3772919952,road rose
1401251336,big story
3559015220,make rich
1681485227,lay groups
2779976239,competitive systems
991974856,film  communism
3626218096,terry hamm
342402401,much research
3747769665,chinese army
2088439151,clearer  sense
561771733,montgomery calls
889223551,three-week engagement
2931064503,garrick gaieties
1412302744,congressman walter
1146832176,unconventional wisdom
2475306627,fm outlets
2522469486,flowed along
2430139911,unlikely conclusion
53645664,metro commissioners
39099929,sports cars
3821585966,superbly eloquent
3938693859,fourteenth anniversary
2129406914,help teach
413247678,pall mall
782331294,stock market
3432382345,numerous lectures
2064088759,could surely
