concept_id,concept
3279250401,glee club
1854529790,figure probably
490873532,african continent
2239692804,nighttime conditions
256819004,medical arts
3837889956,fully productive
3576884960,financial developments
592492525,cause war
275517130,members see
675542849,nearby mines
934197717,months ahead
3676065559,reach havana
3127181372,individual enmity
359532437,eighth avenue
4060184071,sessions  including
657554283,blocked far-
3347315761,middle-age spread
2931662217,manager hemus
3081713254,apparently meant
649962693,royalty applies
609064283,new trails
1964768088,mutilation around
1550013266,constitutional incumbents
3089320851,special railing
269619464,public becomes
736818903,unions use
3903628282,co-operative systems
3362289522,bill kay
569409157,flushing stadium
759753354,allotted exceeds
1839517831,quickly rebuilding
434263151,gratuitous protest
1237148653,appetite depressants
3702172447,shenandoah valley
3841036567,marty melcher
476182661,erroneous statement
1214073899,aptly illustrate
3906894768,chum since
1415459649,many recently
2790511768,fascinating letter
2406779199,canterbury club
2903903572,arkabutla lake
2462320881,late pierre
3617163977,faithful one
1362859461,underlying concern
1069570095,superb intellectual
1525528476,trained many
473975243,organized leavitt
3574235026,common symptom
3518123075,honeymoon suite
2085471347,hardly realistic
542671071,central group
3842389624,battle raged
1341730810,accepted practice
698709299,would constitute
1849254516,astringent wit
166507609,lay behind
1118929775,decorator consultant
2269155100,prodigal sons
3626542803,legislature back
2758710655,labor said
1041375150,traveled alternately
1575418010,build upon
2506592791,spiritual poise
1348253107,destructive animals
1804775919,howard mitchell
1575295836,others may
519073949,annual catalog
694357842,polish vote
1238702800,summoned back
1151698876,said evidence
198166496,teaches history
4196531285,decrease tension
2717762377,governing documents
26058423,half years
617378524,everyone else
3219065645,water program
1004351164,birdie gevurtz
4018035701,choice guaranteed
277283527,kennedy said
3039592997,enemy targets
361936049,seventh time
1482255729,peace time
3798913085,present today
3677957825,nonsegregated basis
2074517836,new column
2288613021,bourgeois gentleman
363775641,business management
782033227,th anniversaries
4221134391,modern dance
179586295,sufficiently neutral
2757505600,steve budieshein
4285913535,orchestra gave
2689296151,optimum scope
3981086586,many  aspencades
2741111318,nixon delivered
4056004495,combined proceeds
2087686049,rules laid
1284257729,present artless
2062416062,work filled
