concept_id,concept
3223450321,described four  places
615951785,delightful surprise additions
2982771507,four farewell performances
2561892972,last two years
172574637,scottish west highlands
2081430517,entitles  conscientious objectors
1598519419,helen wick walters
3555182542,wry little joke
882353260,barely good enough
3565335435,provide federal grants
2520332548,great dancing company
11753551,late dag hammarskjold
4268529728,hour daily practicing
4290385244,colombian foreign minister
1165955996,alumni reunion bulletin
89057239,relatively slow rate
1178604785,multiply result obtained
1743065491,pine woods separating
2871415233,national film board
3389849284,high executive posts
214911017,th street deposit
3524474699,russian living standards
266621227,show follows ceremonies
3635702534,demands transluscent textures
2072529691,cuts across party
259711792,apparently must make
4150851641,timing oxidation rates
1348083349,ambassador winthrop g
4190221698,belly dance leaves
2407351936,september-october term jury
2819674847,ludlow flowers jr
2474070900,stock started building
2228686597,modest owen wister
3925138321,cook county court
659209762,senate rule requiring
2470666478,product line followed
4007049158,state highway department
4233741425,public men come
3318891735,grand champion honors
4267367473,delightfully refreshing album
3366901035,would likely jam
547037002,special achievement award
1796360182,military electronics procurement
3725586272,upon conviction thereof
866424941,amounts hereafter paid
823354280,grappely deserves mention
1963665208,billion dollar surplus
3418253466,development projects  men
3940753384,present school term
3190878629,genuinely moving moments
3512358935,mystery man presumed
1990809376,job reduction provision
3317785064,severly injured today
3970485116,th anniversary season
3338915436,overall standards applied
3961124685,miles per gallon
221612598,senate also voted
2098057133,two consecutive months
1930996207,local government assessors
3491604452,shoup also gave
1920729580,queen elizabeth college
920532379,important biblical film
3814709758,national seashore park
3012904728,murtaugh also turned
959699926,twenty-first annual k
1969662800,public-opinion expert would
2285428548,adlai stevenson told
734453326,trusted ever got
1475103543,shares star billing
4171143007,kansas city scoring
148176950,return may still
3558504596,new york-pennsylvania league
4268123781,big band percussion
2906671660,bitterly fought battles
330135906,paid within days
1365119094,great cosmic mysteries
1114498600,john birch society
2975114257,general electric sign
2128620192,industrial union faction
34056758,robinson cut across
2754644111,undergone several changes
4235092528,basic long-line communications
1144468388,north viet nam
3452274796,personal diplomacy involved
1777182362,aristotle contemplating bust
2105233385,many faculty members
3887538662,beadles formerly lived
2315068916,politically oriented legislature
3670134984,dual tennis tournament
4085902197,central juvenile book-review
2142430630,southwestern state college
2755333940,tv quiz shows
179387343,season ticket holders
979337108,impartial professional analysis
3187746840,higher learning owe
3842686935,walcott & harris
2512231380,central cotton belt
2002916997,church takes upon
1539265167,generally bars deductions
3202102020,existing access roads
