concept_id,concept
3727292435,efficient production
4130183253,third year
3631751133,age group
1651050410,less harmful
3743636431,age problem
282165060,seem capable
1441035272,boats used
499866445,subject matter
765404802,hood river
3300462098,crucial problems
4002263683,certain skepticism
4236821653,mysterious yellowish
3980689421,gayety planned
3903860199,bulk newsletters
4263426722,could help
3467996805,dental scholarships
813937700,response must
1355172497,automobile industry
683467973,practice helps
3931873525,wrong regions
2076266949,clock movements
4166076678,great weight
3389275577,one candidate
3173425476,turned purple
1468280940,state hospitals
144613876,secretarial duties
972139647,fall racing
1829951004,evaluation funds
477858850,meaningless improvisations
2133763697,also specialization
3852187082,ben shahn
524532431,exclusively political
2731123585,like watching
2789635122,like games
309396448,letter  simpleton
586285639,upon return
506028841,sensible ones
873393705,objectionable interference
3403806879,finest house
1886096526,hatchway entrance
3063089274,date set
3970660405,also instituted
2546101811,biochemical studies
3145398906,neutral germany
1018759046,quarrel ensued
1805467669,much alive
3029567208,held nearby
3593629032,vital domestic
2794303871,substantial projects
2956865311,questions found
4090604941,six points
2399129779,odds appear
564260538,near dallas
2124574517,rivers run
3679481002,take part
4075752019,algebraic formulae
2484377284,baroque luxuriance
2090097360,preposterous position
2356025587,substantially higher
2761790994,royal motel
1933700384,audience control
521954035,title pursuant
3885589121,foreign government
2899534067,popular features
3924439919,division five
472595459,serious intensity
2297119596,commuter lines
2079581090,taking lessons
2253794314,every person
2834439138,eastern women
2122054385,quite clearly
2795052438,could expose
41061977,golden shades
3136964540,ever seen
3789076024,washington area
1534082342,levels needed
1571054542,four items
3222323587,famous trademark
2168843864,early phases
3611541141,robert e
945216646,% state
4048215161,registered democrats
3658197243,better informed
3301050017,never passed
1828612913,tommy manville
3409512222,pentagon planners
38858839,organized tours
301308584,sba representative
2126255941,house painter
2514509593,georgia legislature
1131346340,aid program
3482620970,technical recovery
11928203,administrative assistant
3451268635,old player
1249494115,first brought
1350607791,evolutionary scheme
2857778963,starting turn
124724941,argument went
1783057873,instrumental parts
2440203152,party leaders
