concept_id,concept
2275749209,may theretofore
4130923011,belt line
3521304379,moment passes
924341774,resulting difference
3457910483,close second
776194642,bellows made
1214801290,isaac newton
898155361,swelling traffic
1603660489,soloist performing
2206424635,careful never
1282880222,felix miranda
1245446200,best books
362188051,richard freeman
4125370806,killer sub
3893721480,johnny hodges
1360185087,bargaining agent
36788538,take root
2668330513,played basketball
3634482554,impression left
3218476117,sufficient pretext
416601858,long-range interceptor
332716989,academic enterprise
467249403,olympic games
1951919342,twenty-five thousand
3440385784,religious glories
1333063625,problems posed
2997954302,standard methods
2528706302,excellent network
4194604464,invisibly around
3895525596,ever forget
999584843,argument cannot
3900964803,pilgrims gathered
134581908,apocalyptic era
3780745311,main reasons
880665046,chuck klein
2992564574,boston traveler
3742547667,instantaneous process
159685688,doubt intended
3783622196,gold rush
911385409,stations operating
4214049015,anna hengesbach
899883313,identical pieces
1372956898,low pay
223521520,recall easily
744396766,new structure
2649339069,earlier stand
1767283274,average congolese
60860473,acknowledge publicly
573762795,steep hill
1866499047,janice whitney
2598607560,reestablish relations
4044900236,divine law
1938250920,atomic age
3395996129,private property
3863800477,demented algerian
3180329974,needy youngsters
1241698705,seven-iron shot
3235399682,homer may
2286834067,eisenhower retired
1333477512,eight states
2088464980,could possibly
3307303675,cobb company
2128478760,law provision
2235822970,ordinarily fuels
3158260926,old enough
1914859159,defendants said
2462122805,commercial sponsors
3610855033,joan fagan
372048129,already many
1392527648,fall group
909056720,become oppressive
81922967,elected servants
3152168568,tea tray
3147830458,edward app
4247307211,individual student
3083394023,parker  indicated
3234185680,really belted
3756347806,outside teachers
3598985589,atwells ave
2508536884,old formula
939260888,discarded toys
404276327,relevant matters
2987771715,also concerned
2156598911,export markets
3928298188,corporations purchasing
3165095910,six bucs
3046445512,next day
2454358336,several bankers
1801848305,dean reads
4121265191,satiric orchestration
384892484,military-medical importance
3263339018,tacit rapprochement
3390347587,final scene
2699948144,official said
2917584439,line coach
3220643059,mortar board
2604978079,elementary point
1540921900,first two
157504061,white plains
898866499,deployed ground
