concept_id,concept
1277572036,buying back
1663365178,frequency-modulation band
1957599348,employer reimburses
3285029224,rising standard
1831191820,new galaxies
3806980293,first part
3874623261,berger insisted
2677174141,william schuman
2325654399,officials estimated
2328155112,empire room
3941993135,two voted
2821821571,every kind
4143213435,leaped way
1076343832,appalachians provide
3237570139,outstanding week
756566097,independence meant
370303729,well-established precedents
2417861124,year something
406171965,major hotels
262302249,western europe
618669046,sibly bowan
1147619275,record except
3823620151,generating ideas
2723706087,portland robberies
2922177915,concrete plans
1137052509,food grains
1789408997,flagrant symbol
1862200148,good politics
2054546552,interstate route
88655581,another remained
3947208693,east greenwich
4209413432,wanted shares
333598367,happy hour
1865411131,includes assistance
328931385,got nowhere
1304566605,permit doubling
1558718270,likely producers
4179616241,income taxes
2520938077,lee jackson
1503004576,written word
322781487,christian killed
3903812734,columns framing
2774066544,auntie mame
2739341733,petitioner cannot
2006693041,privately discharged
3431836851,natural shielding
3187796088,clock club
3933398428,sales directory
2855545066,abortive recovery
309486979,britten  ceremonial
2329909124,richard nixon
1258582154,reimburseable rates
3588821386,acre tract
574664727,eventually require
381927409,better anywhere
3588706098,could propose
2440193732,new phase
3141228613,course jocular
3979029958,triple swearing-
1429645722,housing speedup
3666730694,jack nicklaus
2199307849,south kingstown
3109046894,ohmic heating
3254602301,cheery smile
3847430486,world development
898591805,scientific problem
857271026,responsibility included
629465828,new round
794157592,interesting approach
1870746645,governmental monstrosity
2206489546,fatal crash
2928843228,became one
2741520934,idea apparently
535517665,edging closer
3634597619,world-famous theologian
580656582,john osborne
765271158,notre dame
3463465284,public speaking
3755554504,long service
28140779,commuter railroads
1591790061,cloth caps
2827501122,particular issue
1709961558,recent talk
2926103798,also defeat
2487362101,mass rapes
1066124819,good ones
4191472730,willie mays
775630675,crash program
557102595,anxious mother
35088719,montgomery attempts
3404667280,free-wheeling dukes
957109117,million americans
1833223462,unchecked spread
1955022041,stations required
24019392,special programs
2222966051,letter writing
1021938656,provide service
1358025602,smaller appropriation
2774380011,current stint
1569601524,american history
