concept_id,concept
1498519633,three-building complex
3697294128,odds favor
2989761694,speak well
4004965900,northern rhodesia
3575571941,offenses multiply
201969079,largely closed
555776241,kennedy made
4011273798,borough improvements
7854305,warren g
1045841096,teacher pensions
531306742,quite evident
107158096,intellectual lover
2289400162,east would
291652188,base finished
816269999,bears added
83832700,paramilitary organization
1268578745,grey-haired dr
2804776282,operate nighttime
1416989720,sharon flanagan
2670450274,girl worth
3393135802,chemical binding
1203148464,domestic politics
3346394655,first word
3025402707,fierce swings
811809727,wayne may
1719196783,snow storm
111740282,seek approval
2000167318,skywave interference
240968884,general background
546056740,rare experience
1585740961,cardinals stood
3945146551,ten-hour day
2325420328,young italian
4149646914,america joined
4280019591,health hazards
2495518658,four months
1265649136,demonstration plant
2820752083,slum problems
6649830,measured current
1389009482,ground crew
1838607622,using violence
798423985,brevard group
1079362347,bold program
3869648740,fifty-cent pieces
3972287869,local competition
3591146839,formidable foe
2542868164,resembles portago
924029653,top four
3394702070,cowessett areas
4121450099,composer called
1188666028,quite simple
3346353468,congolese parliament
761169802,patient leaves
441099406,educating long
2328209489,port isabel
1692423490,managing underwriter
987109017,may appeal
3729837636,submachine guns
1423842701,finned fore
3693755479,institutions established
2721596672,davenport said
450978977,adjacent driver
56980246,half-mile run
4149695124,responsible fashion
507547213,guerrilla tactics
3958959971,dissident katanga
2714602821,in-person performers
1473864755,hurting boston
1415173501,due june
107119187,above-mentioned matters
2004091519,limited authority
2285658716,also part
341926635,launched soon
3264319206,also dishes
7899990,five counties
2044391895,says dr
238061899,city limits
1671041415,black sweater
3085377435,come face
503668776,become confused
2504761823,pumpkin ridge
3465408627,high-end sets
629091231,vowed right
2028156384,coming year
3547569043,snow plan
478649609,top military
1488445133,music lovers
714810880,intelligent people
3893465521,year received
3571530982,north georgia
182662254,better bombs
3649337109,question stayed
476798750,child works
2957297067,existing ones
4079676211,spokesman explained
965995371,military help
3207999864,national gallery
1425741516,streaked away
4249785401,staying inside
2642658351,adds greatly
