concept_id,concept
3340195356,wholesale lots
843228883,transportation system
2502009136,mistaken decisions
3577289178,development may
746575499,service announced
2212149678,robert moulton
3356704782,said chapman
3990627744,new ownership
3967923727,august rose
2431056675,hardly applicable
2190782880,visual details
383587354,extend mantle
3929473379,must say
2649977359,every opportunity
1007798069,remarked jocularly
1223092285,american league
330358368,top scholars
3489339659,counterparts abroad
2146402804,king james
2556443216,administration ever
2382152827,prevent political
3012435339,never happier
3079077064,living notably
1757773294,earning enough
3837247160,sheraton-dallas hotel
2569322899,warren v
1862804509,radiation danger
149009937,present selection
3557230433,nourished mine
51619681,payments prescribed
315166001,maxwell recounts
2161059185,accidentally drew
3850654179,less interesting
2937730386,metropolitan st
1202035137,short shorts
1409120050,capital budgets
693134626,great contributions
3385809639,nominating ballot
387720793,also complained
733475806,meaning bile
4003844076,plus shrines
242418622,annual calendar
1391582008,display director
3970022062,communist arms
2554448363,apparent effort
1615836909,minutes later
4093083463,pratt said
2621487661,serious treatment
2681916696,new managers
3791093764,strasny dwor
1634576128,outlawed unions
2664734809,friday rounds
4208163928,great many
2399872221,almost forget
4193187644,trusted implicitly
421855559,halleck said
2518948551,six weeks
1272250321,raymond arrington
1119428194,bo fenster
3315092883,gala program
1107427814,rice game
1854238891,uncertain ally
1740679357,pittsburgh society
2237082804,said willie
3386345836,french allies
311142983,men recognizes
947945358,wild party
954078879,defending champion
1893966414,jail inmates
3412797090,initial reserves
3130796260,fundamental source
3259326913,albert quell
3826394414,inadequate service
1414911796,obvious refocusing
511228064,state commissioner
1244682178,erratic climate
1150703029,meyner record
1302557359,senate bill
3176738873,earning potential
3344793507,attendance continued
1714219892,industrial field
3590063623,dirty roads
1942611862,said moritz
3419671397,nato members
4187553195,second time
664496245,become recognized
3561040333,sound purposes
2898526525,principal amounts
641469238,vanilla glaze
1580718664,official tally
2973498725,working order
2860166680,clock given
417719813,inviting target
1977013480,complex case
527709885,local sunset
2958032294,firm apparently
134745390,face-saving way
1270822882,american association
1583006764,low down-payments
599196179,skilled direction
