concept_id,concept
3570510508,greatest virtuosi
2513500104,world supremacy
2870990205,quite correct
2056193896,committee assignments
3093411121,monthly reports
1865002142,fiscal policies
2246348046,present conditions
2598267882,conducted jointly
4090598791,fugual treatment
2518912336,heard calling
3895200595,happy days
1667338698,top scientists
3858580319,triservice publication
2371149667,alan clements
4119134812,except officials
2462192616,operating rates
236766498,clear evidence
671031648,concrete progress
4131030151,fair trial
3311422764,look forward
562744839,fine color
654432057,petitioner claimed
2905253340,shocking failure
174382110,stock priced
3103808130,va hospital
2777309381,also weakened
518877587,took delight
662473152,close perusal
1369381690,interim appointment
102664415,creative thinking
3280515294,clear flair
3401692114,establishment made
864108142,public housing
3157587268,present exhibit
1255744662,cafeteria line
2803699745,yet receive
1169694010,decent condition
2998429862,present knowledge
2248852327,dear listeners
2167828804,new imports
3446817048,dusty-green grassland
1196323279,many pages
809308482,surplus personal
742031073,small merchants
1336870363,walter reuther
2891194167,petitioner sought
1452707400,faces alight
2796850372,juvenile experiment
3659030743,blue ribbon
1618528322,planned sunday
1281163177,political history
3141443026,played drums
48977631,pezza car
833337771,noise  nehru
1198556916,respectable position
1684934645,first-class administration
2915381738,park background
1490718674,greatly concerned
2471355054,lost none
138623809,one half
243764556,artillery parading
61637215,maria tallchief
3414879662,helping santa
3328952978,new lyrics
2940507520,may deduct
3318879372,months moving
2740454875,john nyberg
3553362324,less subject
3952141160,stage show
2538577335,military strength
1365224182,russian tanks
4120350519,democratic processes
39459066,sought talks
835639346,george abbott
2791456520,opposition keynote
3849399728,clever production
3553862681,rococo music
721100312,walter h
3416292079,long-term trend
307977592,funny experience
2676361042,ex-prize fighter
1065991284,issuing bonds
1990206242,gained seats
4086099447,freudian  death-wish
4175792803,contributions would
826832573,clearer meaning
3032244248,continuously subverted
906096101,must play
1639021721,high rate
1806919574,symbolical reminder
3470709392,originally came
3327181315,requires experimentation
1796509915,rusk belief
1254732892,howe machine
3704290897,trust jagan
276061018,mitchell decried
2321178517,santa barbara
4170307725,military intervention
3787064624,asked congress
2722305133,sixth-sense ability
