concept_id,concept
3117959653,workshop groups
3787290440,even suggested
4094844136,require reports
2151233280,main theater
2443274020,triservice basis
2393673705,future skeptically
1160626227,important assertion
553455352,actuarially insignificant
1273247702,communist china
2424272509,facts surrounding
3361126129,basic purpose
3520645770,bad delay
4017036386,single nation
899137016,could hate
1105561196,carried gardenias
2459005166,said c
2015666955,crowding horses
2037129473,north-bound entrance
2982024601,new offering
2890833567,london audiences
1809045486,local industry
168740685,creations needed
226657519,one place
3336070972,many lines
2470351800,primary products
2346292184,little helper
2965852495,alvin blum
2339337864,whole families
3032822696,long rise
502956686,legislature moved
15205060,whose advice
2342848358,states returning
3192126725,administration proposal
1447919264,complex issues
1135238711,contractors ranged
590081593,lousy job
585437895,unusual characteristic
2940731758,vehicles rests
4011546324,industrial development
1325884498,traffic burden
2639769059,beach house
1147421245,masonic order
1163839330,decorating circles
2718036163,midnight friday
1602815522,allied shipping
1141343256,get space
4009838205,garrulous guy
4114338647,joanne curry
3109862186,book titles
2842143571,alto sax
2805508947,leather band
1679068604,might break
800623060,november election
3311434088,busy week
1892250887,clinton b
2865198697,troops sent
2076503314,last moments
3475742549,full game
1322406952,vanity grew
3358437279,cabinet rank
758088419,years would
547867324,opera style
772065039,headed rather
2922090441,single flight
1744955972,married couple
1979728337,minor hall
3545418843,investment capital
3269209873,quiet city
3026369790,flying tigers
2940698008,catholic institution
84191227,miscellaneous sweepings
647229347,three stooges
50865437,mantle covers
1629084956,french films
2808375465,genuinely capable
3240537969,venable st
831293307,task force
1968589553,lost nine
3797323468,career personnel
2340334069,public ultimatum
3635701478,phone first
2717485095,federal government
3944018242,valleys began
832050885,george l
2138662661,philadelphia  fabian
2203560779,drexel park
3068775084,seato allies
481177223,leading role
831514957,frederick c
951816564,horizon ahead
776898851,interested persons
263320548,sports editor
3925081883,note elsewhere
1345474804,fourth day
3424627908,creditable mentions
381132133,external affairs
3006332625,oriole plans
937601802,gold threads
1427116705,alumni magazine
3819230930,private patio
