concept_id,concept
2382496797,lengthy periods
716864460,brief details
3419810325,become clearer
1663014194,day may
738921848,negro radio
2614337830,would make
4215972137,new spirit
1038624415,remain part
602665363,position status
1660088270,faced squarely
1314897715,seven owners
1500661270,exhaustive review
3967544025,communist program
3554784020,enlarge medical
4003608598,bring soloist
753003713,emory university
56290816,democratic hopefuls
3832984570,opening kickoff
1085937240,keep within
767203719,quiet man
2613145747,grand manner
92522588,new lows
1858874045,next week
2825546132,bright sun
3095226099,bright humor
3427084048,resent deeply
71805376,national laboratories
2170380890,william j
721208359,khrushchev found
3529673818,forward planning
315987578,habitat management
1376159285,simple-minded comedy
859133157,defense capability
599928257,group headed
232700617,industrial property
3228088781,continued even
1351822028,offer opportunities
592348338,byproducts resulting
1516099979,nondescript pieces
2284784900,monumental blunders
2019482352,upset victory
1804126936,evoked laughter
2554413883,eleven states
3331539476,mayor wagner
2837100813,ruggiero ricci
1389691325,austin c
4000700982,soviet heads
2121387443,lieutenant commander
1708368697,dick richards
1649021569,west berlin
4083262184,first steps
446063064,longer rely
1686937483,providence river
1741390236,account certainly
3130631550,hartweger said
887851797,marvin griffin
3384776329,indispensable even
146174063,fifth amendment
2012120695,patient breed
4096293089,spoke briefly
1399564699,abra prentice
2332520421,beautiful pageants
2533978470,whistling toward
2372394998,pious speeches
3301993596,farm products
1477677619,ghost town
733345519,hartman impressive
729680473,russian weapons
642115414,practically perfect
3238219338,economic aid
3414874961,profound determination
2128359231,main job
3384600650,year round
133006680,initially suspicious
3337986093,whole attitude
3991301404,considerable periods
3862054827,said truly
511333084,noise generated
3003003833,councilman william
2336148936,algol staff
2163559118,excessive enthusiasm
565269043,galaxies help
2416623873,priority list
2060858679,old boy
1218111823,resultant masking
1421568593,hit upon
3016980536,manufacture gages
1614293438,administrative practices
3220914209,technological factors
2561537504,great dramas
2264357460,individuals concerned
253383538,items indicated
1352857372,applicant pays
2117173143,swinging group
4044236686,relatively inefficient
1061414785,grossly exaggerated
660472436,coconut grove
3611850126,incomplete pass
1571839472,area nearly
1617749123,bantu tribesmen
