concept_id,concept
3962430723,raymond b
2396543924,tv series
4058130041,defense program
509198177,life consists
2068127376,veterinary societies
2958882362,unknown reason
56500355,limber company
181457421,trying times
824252393,normally given
2800974690,final factor
3734840494,launcher mounted
602430496,dense vegetation
4268191491,policy remain
640342749,petition listed
1377072947,payment shall
3791151444,also one
2243187199,red china
3552558087,no-hit masterpiece
2622941855,good today
3259083311,nearby colleges
218973223,white covers
430690440,present volume
2997590,gradually swung
529579314,old-age pensions
422892358,far-reaching agreements
4118512746,taylor said
3834360706,formidably cultivated
3623070241,sherman house
1641727703,experienced players
311276559,new members
474298719,salary cut
3341645818,desperately missed
758863919,either applause
579828006,comparable basis
2513879519,larger demand
585857924,lavaughn huntley
3021130070,making arrangements
4142743130,gods club
1156922080,blockade accomplish
1516090772,sancho panza
919802817,russian revolution
2917564982,tormented span
3711570460,anyone outside
3733470218,assessment practices
3091415209,school announced
3908101673,travel experiences
441544130,foreign groups
2258639763,volatile dances
2625060392,new motel
1937922069,stronger position
8761933,specific guide
2389230390,full swing
1088704844,personal distaste
1937523215,year  twice
3544670625,federal budget
1822524522,full year
1802592509,last program
729851830,route north
1933815996,placed couples
1287766822,pat seerey
2863750503,little demonstration
1867382091,many cases
4052118162,proclaim thursday
3241009771,first chapter
1078018360,could ever
2512570630,coahr chairman
2872294874,american gold
3189475767,equipment began
1493353236,modern layout
1208424815,discredited carcass
738107186,budget-making authority
556143179,best hotels
1579896405,ionized layer
3733698522,land ownership
20305167,lockheed plant
1089990325,initiating research
3352014669,occasional features
1775113754,advanced ones
1534165142,clint blume
3383455706,yet u
3724229933,graduate school
4108720607,evident contradiction
569464616,arms high
2884134776,first day
311514962,start agitating
2710683613,leave sunday
3612761967,reported tuesday
3097667027,personal privilege
3220331141,jotted lyon
2718208582,fair enough
2524462825,electronic news
3048422512,pressed-paper furniture
2161271537,errors repeated
3563854485,widely acclaimed
3246692206,true meaning
1143645634,degree necessary
3176439502,contemporary scene
1528126453,mincing words
3476949839,broadway youngster
3137511811,feel confident
