concept_id,concept
2263943508,returned yards
3014391737,blower may
3284102072,plan called
3274588600,ancient rome
741116440,united kingdom
1021938656,provide service
1218444621,serious purpose
1448296576,successful  honeymoon
4009040838,unaffected humanness
3666151264,cosmic radiation
1736773941,never fewer
3076459184,name either
3855076299,irresistible efficacy
443706566,forth across
2617865286,deductions attributable
2926582904,uptown crowd
902721095,less dramatic
477273368,within do-it-
1958706346,gathering data
3692743237,texas northers
2927627780,telling friends
3047466053,receive consideration
2632086862,little somber
1817154261,city council
3723571652,artistic creation
3027616216,kansas city
3249051580,melisande congdon
2205428836,senior citizens
3575168349,path leads
1924673315,human element
1200898530,written songs
3177684037,tends naturally
2750953965,democratic organization
1463292459,honorary colonel
486029955,john b
2709167990,schaefer said
2872148584,mentioned report
4217660131,fixed position
3512018382,collect elements
1584006910,motivated arnold
2754264301,defense mobilization
62355728,florida picked
1406261420,quick response
1669794496,extraterrestrial observations
1115046488,second act
1131214035,words recorded
1646430013,speedy halfback
2106374371,start haggling
2584041840,title suggests
2870718797,scalloped throat
469134746,jesus replied
911062461,would vote
100290018,leo j
1421293594,current delay
2795987271,disparities would
3004066224,good music
2241066423,statutory formula
2302575667,federal prosecutor
3050583772,busiest man
169159595,overturned unless
3916573893,specific detail
380087109,measure would
3813445222,pfaff served
2648857461,people vs
3279173327,idle days
2742042065,baptized went
1334635991,brought together
2558709193,broad line
388219875,pressures pile
3658447807,begin publication
1043163840,military technology
2211338431,natural causes
726285633,ranks fourth
376487299,historical significance
24060822,extensive research
530924095,encouraging formation
3039667068,sometimes spitting
1410217358,allotment percentage
3556470736,one night
2055383293,quit sitting
2432435991,public efforts
2572432039,article presents
80293406,three factors
4292450395,somewhat tentative
1300849955,woodyard bros
1664952153,operate projects
3654193043,fiscal changes
3103950507,much fat
2107040453,national aeronautics
2757208018,consulting planner
2223846494,food wrangler
1745876000,fine arts
826230981,best effect
3561307752,cardinal sin
4068735960,vigorous program
1537135904,four congressmen
202562296,exquisite accomplishments
1956974518,british government
826900890,junior achievement
1211855261,fire adequate
