concept_id,concept
234205901,new fees
2358391091,move freely
2905694546,eliminate friction
2678945177,still going
1763522018,doc raccoon
4254296313,concerto needs
2648864886,student body
2423204057,indictment papers
1097032518,would amend
1750497497,son-in-law became
925609406,disrupt uses
3418812097,accomplished without
3668006280,continuing responsibility
1411115590,simmonsville area
724096611,weekly supplement
3665405857,solid single
3109194214,fewer automobiles
1923384820,old plays
10920784,simple enough
1156270660,general chairman
1788063968,list property
2157173550,financing adjustments
2733918781,auto producer
972300317,competitors came
3154119102,welcome back
2434193830,since someone
1505368186,northwest connecticut
961384909,sudden walkout
2981051793,camilo carreon
2958894453,vadim kalentiev
3435371246,money bag
1727649095,technical assistance
53400088,see chapter
2088035661,dividing engine
851354055,prince puts
2137431979,enviable heritage
2702141578,raise funds
3656434262,biblical scholars
2537733566,familiar places
1933508769,college teaching
2998036800,whole generation
3674337364,closeup range
3741087582,diplomatic moves
1797471097,occasional conflicts
461450822,economic growth
605682151,hours away
2977999085,gold-filled hall
3616713877,solly plans
1197916585,john sloan
3401097063,distinct admiration
3751296556,low-pitched tambourine
3768649811,neither sane
4138175244,already noted
2122791398,covered container
911916024,quite lengthy
2047198031,satirical spoof
441208719,lovely peals
1311156957,byronic point
682846766,two errors
216759565,american standard
1640916425,age distribution
3817465505,muscle control
323922622,joseph e
781931678,one-sided concessions
1507563956,family picnics
3264951815,ancient greek
146094570,old-fashioned parents
1031386328,seems college
116189472,immediate question
2637009088,communist authorities
1326865488,heard elman
3231022881,administrative hearing
2839409631,advance publicity
1350234182,monsoon ends
3401995532,honored yesterday
3929913628,world-ignoring relic
2525905004,called witnesses
1293389245,withholding statement
2642601419,louis sitting
553171490,rhythmic motions
1534378465,rice available
599085209,alger hiss
1147926611,monday p
3619110339,jolliffe calls
3920334682,good representations
2518311287,run ahead
2544089253,families already
3074669189,switched -degrees
1311095347,two men
4257326348,textile industry
3729494200,every officer
1657983687,easy control
1868422358,penthouse gave
2920158474,apparent intention
3211920857,neighbor women
1019680177,negro soprano
3951317698,sauterne background
3234806472,druid princess
2617281983,hands gripping
177022723,cannot wear
